  0.0000000e+000  1.0000000e+000  1.0000000e+000
  0.0000000e+000  9.7916667e-001  1.0000000e+000
  0.0000000e+000  9.5833333e-001  1.0000000e+000
  0.0000000e+000  9.3750000e-001  1.0000000e+000
  0.0000000e+000  9.1666667e-001  1.0000000e+000
  0.0000000e+000  8.9583333e-001  1.0000000e+000
  0.0000000e+000  8.7500000e-001  1.0000000e+000
  0.0000000e+000  8.5416667e-001  1.0000000e+000
  0.0000000e+000  8.3333333e-001  1.0000000e+000
  0.0000000e+000  8.1250000e-001  1.0000000e+000
  0.0000000e+000  7.9166667e-001  1.0000000e+000
  0.0000000e+000  7.7083333e-001  1.0000000e+000
  0.0000000e+000  7.5000000e-001  1.0000000e+000
  0.0000000e+000  7.2916667e-001  1.0000000e+000
  0.0000000e+000  7.0833333e-001  1.0000000e+000
  0.0000000e+000  6.8750000e-001  1.0000000e+000
  0.0000000e+000  6.6666667e-001  1.0000000e+000
  0.0000000e+000  6.4583333e-001  1.0000000e+000
  0.0000000e+000  6.2500000e-001  1.0000000e+000
  0.0000000e+000  6.0416667e-001  1.0000000e+000
  0.0000000e+000  5.8333333e-001  1.0000000e+000
  0.0000000e+000  5.6250000e-001  1.0000000e+000
  0.0000000e+000  5.4166667e-001  1.0000000e+000
  0.0000000e+000  5.2083333e-001  1.0000000e+000
  0.0000000e+000  5.0000000e-001  1.0000000e+000
  0.0000000e+000  4.7916667e-001  1.0000000e+000
  0.0000000e+000  4.5833333e-001  1.0000000e+000
  0.0000000e+000  4.3750000e-001  1.0000000e+000
  0.0000000e+000  4.1666667e-001  1.0000000e+000
  0.0000000e+000  3.9583333e-001  1.0000000e+000
  0.0000000e+000  3.7500000e-001  1.0000000e+000
  0.0000000e+000  3.5416667e-001  1.0000000e+000
  0.0000000e+000  3.3333333e-001  1.0000000e+000
  0.0000000e+000  3.1250000e-001  1.0000000e+000
  0.0000000e+000  2.9166667e-001  1.0000000e+000
  0.0000000e+000  2.7083333e-001  1.0000000e+000
  0.0000000e+000  2.5000000e-001  1.0000000e+000
  0.0000000e+000  2.2916667e-001  1.0000000e+000
  0.0000000e+000  2.0833333e-001  1.0000000e+000
  0.0000000e+000  1.8750000e-001  1.0000000e+000
  0.0000000e+000  1.6666667e-001  1.0000000e+000
  0.0000000e+000  1.4583333e-001  1.0000000e+000
  0.0000000e+000  1.2500000e-001  1.0000000e+000
  0.0000000e+000  1.0416667e-001  1.0000000e+000
  0.0000000e+000  8.3333333e-002  1.0000000e+000
  0.0000000e+000  6.2500000e-002  1.0000000e+000
  0.0000000e+000  4.1666667e-002  1.0000000e+000
  0.0000000e+000  2.0833333e-002  1.0000000e+000
  0.0000000e+000  0.0000000e+000  1.0000000e+000
  0.0000000e+000  0.0000000e+000  9.7916667e-001
  0.0000000e+000  0.0000000e+000  9.5833333e-001
  0.0000000e+000  0.0000000e+000  9.3750000e-001
  0.0000000e+000  0.0000000e+000  9.1666667e-001
  0.0000000e+000  0.0000000e+000  8.9583333e-001
  0.0000000e+000  0.0000000e+000  8.7500000e-001
  0.0000000e+000  0.0000000e+000  8.5416667e-001
  0.0000000e+000  0.0000000e+000  8.3333333e-001
  0.0000000e+000  0.0000000e+000  8.1250000e-001
  0.0000000e+000  0.0000000e+000  7.9166667e-001
  0.0000000e+000  0.0000000e+000  7.7083333e-001
  0.0000000e+000  0.0000000e+000  7.5000000e-001
  0.0000000e+000  0.0000000e+000  7.2916667e-001
  0.0000000e+000  0.0000000e+000  7.0833333e-001
  0.0000000e+000  0.0000000e+000  6.8750000e-001
  0.0000000e+000  0.0000000e+000  6.6666667e-001
  0.0000000e+000  0.0000000e+000  6.4583333e-001
  0.0000000e+000  0.0000000e+000  6.2500000e-001
  0.0000000e+000  0.0000000e+000  6.0416667e-001
  0.0000000e+000  0.0000000e+000  5.8333333e-001
  0.0000000e+000  0.0000000e+000  5.6250000e-001
  0.0000000e+000  0.0000000e+000  5.4166667e-001
  0.0000000e+000  0.0000000e+000  5.2083333e-001
  0.0000000e+000  0.0000000e+000  5.0000000e-001
  0.0000000e+000  0.0000000e+000  4.7916667e-001
  0.0000000e+000  0.0000000e+000  4.5833333e-001
  0.0000000e+000  0.0000000e+000  4.3750000e-001
  0.0000000e+000  0.0000000e+000  4.1666667e-001
  0.0000000e+000  0.0000000e+000  3.9583333e-001
  0.0000000e+000  0.0000000e+000  3.7500000e-001
  0.0000000e+000  0.0000000e+000  3.5416667e-001
  0.0000000e+000  0.0000000e+000  3.3333333e-001
  0.0000000e+000  0.0000000e+000  3.1250000e-001
  0.0000000e+000  0.0000000e+000  2.9166667e-001
  0.0000000e+000  0.0000000e+000  2.7083333e-001
  0.0000000e+000  0.0000000e+000  2.5000000e-001
  0.0000000e+000  0.0000000e+000  2.2916667e-001
  0.0000000e+000  0.0000000e+000  2.0833333e-001
  0.0000000e+000  0.0000000e+000  1.8750000e-001
  0.0000000e+000  0.0000000e+000  1.6666667e-001
  0.0000000e+000  0.0000000e+000  1.4583333e-001
  0.0000000e+000  0.0000000e+000  1.2500000e-001
  0.0000000e+000  0.0000000e+000  1.0416667e-001
  0.0000000e+000  0.0000000e+000  8.3333333e-002
  0.0000000e+000  0.0000000e+000  6.2500000e-002
  0.0000000e+000  0.0000000e+000  4.1666667e-002
  0.0000000e+000  0.0000000e+000  2.0833333e-002
  2.0833333e-002  0.0000000e+000  0.0000000e+000
  4.1666667e-002  0.0000000e+000  0.0000000e+000
  6.2500000e-002  0.0000000e+000  0.0000000e+000
  8.3333333e-002  0.0000000e+000  0.0000000e+000
  1.0416667e-001  0.0000000e+000  0.0000000e+000
  1.2500000e-001  0.0000000e+000  0.0000000e+000
  1.4583333e-001  0.0000000e+000  0.0000000e+000
  1.6666667e-001  0.0000000e+000  0.0000000e+000
  1.8750000e-001  0.0000000e+000  0.0000000e+000
  2.0833333e-001  0.0000000e+000  0.0000000e+000
  2.2916667e-001  0.0000000e+000  0.0000000e+000
  2.5000000e-001  0.0000000e+000  0.0000000e+000
  2.7083333e-001  0.0000000e+000  0.0000000e+000
  2.9166667e-001  0.0000000e+000  0.0000000e+000
  3.1250000e-001  0.0000000e+000  0.0000000e+000
  3.3333333e-001  0.0000000e+000  0.0000000e+000
  3.5416667e-001  0.0000000e+000  0.0000000e+000
  3.7500000e-001  0.0000000e+000  0.0000000e+000
  3.9583333e-001  0.0000000e+000  0.0000000e+000
  4.1666667e-001  0.0000000e+000  0.0000000e+000
  4.3750000e-001  0.0000000e+000  0.0000000e+000
  4.5833333e-001  0.0000000e+000  0.0000000e+000
  4.7916667e-001  0.0000000e+000  0.0000000e+000
  5.0000000e-001  0.0000000e+000  0.0000000e+000
  5.2083333e-001  0.0000000e+000  0.0000000e+000
  5.4166667e-001  0.0000000e+000  0.0000000e+000
  5.6250000e-001  0.0000000e+000  0.0000000e+000
  5.8333333e-001  0.0000000e+000  0.0000000e+000
  6.0416667e-001  0.0000000e+000  0.0000000e+000
  6.2500000e-001  0.0000000e+000  0.0000000e+000
  6.4583333e-001  0.0000000e+000  0.0000000e+000
  6.6666667e-001  0.0000000e+000  0.0000000e+000
